State,Stand_Age,Stand_Origin,Forest_type_group,tC,ac,tC_ac
Louisiana,81-100 years,Natural,Loblolly_shortleaf_pine_group,2753728.00,34878.00,78.95
Virginia,41-60 years,Natural,Oak_pine group,23118195.00,292662.00,78.99
Mississippi,100+ years,Natural,Oak_hickory_group,816075.00,10322.00,79.06
Mississippi,100+ years,Total,Oak_hickory_group,816075.00,10322.00,79.06
Missouri,Total,Natural,Oak_gum_cypress group,12432125.00,157164.00,79.10
Virginia,Total,Total,Elm_ash_cottonwood group,34677428.00,438302.00,79.12
Missouri,100+ years,Total,Loblolly_shortleaf pine group,988341.00,12481.00,79.18
Louisiana,81-100 years,Total,Total,49163591.00,620487.00,79.23
Virginia,81-100 years,Natural,Oak_pine group,15423439.00,194598.00,79.26
Virginia,81-100 years,Total,Oak_pine group,15423439.00,194598.00,79.26
South Carolina,Total,Natural,Total,755011514.00,9521723.00,79.29
Kentucky,100+ years,Natural,Maple_beech_birch_group,2652996.00,33430.00,79.36
Kentucky,100+ years,Total,Maple_beech_birch_group,2652996.00,33430.00,79.36
Tennessee,100+ years,Natural,Oak_hickory_group,30216250.00,380485.00,79.42
Tennessee,100+ years,Total,Oak_hickory_group,30216250.00,380485.00,79.42
Mississippi,81-100 years,Natural,Total,35194011.00,442887.00,79.47
Tennessee,81-100 years,Natural,Elm_ash_cottonwood_group,4660042.00,58624.00,79.49
Tennessee,81-100 years,Total,Elm_ash_cottonwood_group,4660042.00,58624.00,79.49
Mississippi,81-100 years,Total,Total,35327732.00,444382.00,79.50
North Carolina,21-40 years,Planted,White_red_jack pine group,-,1429.00,79.60
Mississippi,61-80 years,Natural,Oak_pine_group,21219304.00,266451.00,79.64
Mississippi,61-80 years,Total,Oak_pine_group,21219304.00,266451.00,79.64
Florida,Total,Natural,Total,997454157.00,12522820.00,79.65
Florida,41-60 years,Natural,Total,243971927.00,3062988.00,79.65
South Carolina,81-100 years,Natural,Oak_hickory group,18210999.00,228546.00,79.68
South Carolina,81-100 years,Total,Oak_hickory group,18210999.00,228546.00,79.68
Louisiana,81-100 years,Natural,Total,48114681.00,603787.00,79.69
South Carolina,21-40 years,Natural,Longleaf_slash pine group,6469958.00,81092.00,79.79
Texas,41-60 years,Planted,Loblolly_shortleaf pine group,2356234.00,29516.00,79.83
Tennessee,61-80 years,Planted,Total,2070446.00,25936.00,79.83
Florida,41-60 years,Total,Total,257406779.00,3222636.00,79.87
Tennessee,100+ years,Natural,Total,38132565.00,477225.00,79.90
Tennessee,100+ years,Total,Total,38132565.00,477225.00,79.90
North Carolina,21-40 years,Planted,Longleaf_slash pine group,-,37614.00,79.91
Virginia,Total,Natural,Elm_ash_cottonwood group,34000531.00,425400.00,79.93
South Carolina,41-60 years,Planted,Total,9926377.00,124181.00,79.94
Virginia,41-60 years,Natural,Elm_ash_cottonwood group,7941810.00,99331.00,79.95
Virginia,41-60 years,Total,Elm_ash_cottonwood group,7941810.00,99331.00,79.95
Tennessee,Total,Natural,Oak_gum_cypress_group,28110247.00,351545.00,79.96
Virginia,41-60 years,Total,Oak_pine group,24829149.00,310227.00,80.04
Louisiana,81-100 years,Natural,Longleaf_slash_pine_group,1411540.00,17633.00,80.05
South Carolina,21-40 years,Natural,Elm_ash_cottonwood group,5190281.00,64829.00,80.06
South Carolina,21-40 years,Total,Elm_ash_cottonwood group,5190281.00,64829.00,80.06
Florida,21-40 years,Total,Longleaf_slash_pine_group,151150931.00,1885086.00,80.18
Florida,Total,Natural,Longleaf_slash_pine_group,214887322.00,2679470.00,80.20
North Carolina,61-80 years,Natural,Maple_beech_birch group,-,12255.00,80.26
North Carolina,61-80 years,Total,Maple_beech_birch group,-,12255.00,80.26
Louisiana,61-80 years,Total,Loblolly_shortleaf_pine_group,21943333.00,273044.00,80.37
North Carolina,41-60 years,Natural,Oak_pine group,-,94497.00,80.38
North Carolina,41-60 years,Total,Oak_pine group,-,94497.00,80.38
Alabama,61-80 years,Natural,Oak_gum_cypress_group,55386830.00,688954.00,80.39
Alabama,61-80 years,Total,Oak_gum_cypress_group,55386830.00,688954.00,80.39
Mississippi,81-100 years,Natural,Oak_hickory_group,10143581.00,126092.00,80.45
Mississippi,81-100 years,Total,Oak_hickory_group,10143581.00,126092.00,80.45
Virginia,61-80 years,Natural,Total,236422514.00,2938767.00,80.45
Louisiana,81-100 years,Natural,Oak_gum_cypress_group,33129018.00,411702.00,80.47
Louisiana,81-100 years,Total,Oak_gum_cypress_group,33129018.00,411702.00,80.47
South Carolina,21-40 years,Natural,White_red_jack pine group,349035.00,4332.00,80.57
South Carolina,21-40 years,Total,White_red_jack pine group,349035.00,4332.00,80.57
North Carolina,21-40 years,Planted,Total,-,934528.00,80.62
North Carolina,21-40 years,Natural,Loblolly_shortleaf pine group,-,92982.00,80.65
Virginia,100+ years,Natural,Oak_hickory group,98656645.00,1222772.00,80.68
Virginia,100+ years,Total,Oak_hickory group,98656645.00,1222772.00,80.68
Florida,0-20 years,Planted,Tropical_hardwoods_group,119748.00,1483.00,80.73
Florida,Total,Planted,Tropical_hardwoods_group,119748.00,1483.00,80.73
Kentucky,100+ years,Natural,Total,12020858.00,148903.00,80.73
Kentucky,100+ years,Total,Total,12020858.00,148903.00,80.73
Virginia,81-100 years,Natural,Oak_hickory group,197633207.00,2446292.00,80.79
Virginia,81-100 years,Total,Oak_hickory group,197633207.00,2446292.00,80.79
Virginia,61-80 years,Total,Total,241778978.00,2989206.00,80.88
South Carolina,Total,Total,Longleaf_slash pine group,46450031.00,574264.00,80.89
Georgia,Total,Total,Longleaf_slash pine group,285379337.00,3525806.00,80.94
Florida,0-20 years,Total,Oak_gum_cypress_group,31714055.00,391667.00,80.97
Mississippi,61-80 years,Planted,Longleaf_slash_pine_group,965801.00,11922.00,81.01
Mississippi,61-80 years,Natural,Loblolly_shortleaf_pine_group,24456123.00,301781.00,81.04
Florida,61-80 years,Planted,Total,1179395.00,14551.00,81.05
Mississippi,61-80 years,Total,Loblolly_shortleaf_pine_group,26558828.00,327635.00,81.06
North Carolina,21-40 years,Total,Loblolly_shortleaf pine group,-,92982.00,81.08
Louisiana,61-80 years,Natural,Loblolly_shortleaf_pine_group,20605046.00,253986.00,81.13
Georgia,21-40 years,Planted,Oak_gum_cypress group,119904.00,1476.00,81.21
North Carolina,0-20 years,Natural,Oak_gum_cypress group,792301.00,159732.00,81.21
Mississippi,61-80 years,Planted,Total,3068506.00,37776.00,81.23
Mississippi,61-80 years,Planted,Loblolly_shortleaf_pine_group,2102705.00,25854.00,81.33
Florida,41-60 years,Natural,Longleaf_slash_pine_group,58532580.00,719223.00,81.38
North Carolina,0-20 years,Total,Oak_gum_cypress group,8624307.00,170538.00,81.43
Georgia,100+ years,Natural,Longleaf_slash pine group,492504.00,6043.00,81.51
Georgia,100+ years,Total,Longleaf_slash pine group,492504.00,6043.00,81.51
North Carolina,41-60 years,Natural,White_red_jack pine group,87353714.00,449401.00,81.56
South Carolina,61-80 years,Natural,Oak_pine group,19896612.00,243804.00,81.61
South Carolina,61-80 years,Total,Oak_pine group,19896612.00,243804.00,81.61
Florida,0-20 years,Natural,Oak_gum_cypress_group,28517482.00,349201.00,81.67
Missouri,100+ years,Natural,Loblolly_shortleaf pine group,748310.00,9160.00,81.69
North Carolina,21-40 years,Planted,Loblolly_shortleaf pine group,-,-,81.71
South Carolina,81-100 years,Natural,Oak_pine group,5405534.00,66155.00,81.71
South Carolina,81-100 years,Total,Oak_pine group,5405534.00,66155.00,81.71
Virginia,100+ years,Total,Total,116845551.00,1428814.00,81.78
North Carolina,41-60 years,Natural,Longleaf_slash pine group,44755042.00,1242627.00,81.78
Missouri,100+ years,Natural,Maple_beech_birch group,485452.00,5934.00,81.81
Missouri,100+ years,Total,Maple_beech_birch group,485452.00,5934.00,81.81
North Carolina,41-60 years,Natural,Total,6040825.00,-,81.83
North Carolina,Total,Planted,White_red_jack pine group,-,-,81.84
Virginia,100+ years,Natural,Total,116489196.00,1423072.00,81.86
Kentucky,41-60 years,Natural,White_red_jack_pine_group,2117562.00,25841.00,81.95
Kentucky,41-60 years,Total,White_red_jack_pine_group,2117562.00,25841.00,81.95
Florida,41-60 years,Total,Longleaf_slash_pine_group,70389428.00,858485.00,81.99
North Carolina,41-60 years,Total,Longleaf_slash pine group,44755042.00,1242627.00,82.00
South Carolina,41-60 years,Planted,Oak_gum_cypress group,388820.00,4737.00,82.08
Florida,0-20 years,Planted,Exotic_hardwoods_group,1503164.00,18313.00,82.08
Florida,Total,Planted,Exotic_hardwoods_group,1503164.00,18313.00,82.08
Virginia,41-60 years,Planted,White_red_jack pine group,638499.00,7758.00,82.30
Georgia,61-80 years,Total,Elm_ash_cottonwood group,8216305.00,99706.00,82.40
North Carolina,41-60 years,Total,White_red_jack pine group,87353714.00,449401.00,82.42
North Carolina,41-60 years,Total,Total,6815598.00,-,82.42
North Carolina,61-80 years,Natural,Oak_hickory group,54787916.00,421382.00,82.42
North Carolina,61-80 years,Total,Oak_hickory group,54787916.00,421382.00,82.42
Georgia,0-20 years,Planted,Exotic hardwoods group,537719.00,6523.00,82.43
Georgia,Total,Planted,Exotic hardwoods group,537719.00,6523.00,82.43
North Carolina,61-80 years,Natural,Oak_pine group,327980526.00,1968060.00,82.44
North Carolina,61-80 years,Total,Oak_pine group,329175853.00,1968060.00,82.44
North Carolina,Total,Total,Longleaf_slash pine group,9677142.00,22168.00,82.46
Virginia,81-100 years,Natural,Maple_beech_birch group,7004729.00,84948.00,82.46
Virginia,81-100 years,Total,Maple_beech_birch group,7004729.00,84948.00,82.46
Georgia,41-60 years,Natural,Total,285407828.00,3455979.00,82.58
North Carolina,Total,Natural,Maple_beech_birch group,194799.00,15783404.00,82.70
North Carolina,Total,Total,Maple_beech_birch group,194799.00,18750217.00,82.70
Georgia,0-20 years,Total,Oak_gum_cypress group,62123857.00,750791.00,82.74
Georgia,41-60 years,Total,Total,301194887.00,3638944.00,82.77
Virginia,81-100 years,Natural,Total,245910079.00,2968869.00,82.83
Florida,61-80 years,Planted,Longleaf_slash_pine_group,1042124.00,12581.00,82.83
Georgia,100+ years,Natural,Oak_pine group,2172687.00,26202.00,82.92
Georgia,100+ years,Total,Oak_pine group,2172687.00,26202.00,82.92
Arkansas,100+ years,Natural,Elm_ash_cottonwood_group,122350.00,1475.00,82.95
Arkansas,100+ years,Total,Elm_ash_cottonwood_group,122350.00,1475.00,82.95
Georgia,0-20 years,Natural,Oak_gum_cypress group,60136669.00,724746.00,82.98
Georgia,81-100 years,Natural,Oak_hickory group,62764345.00,756286.00,82.99
Georgia,81-100 years,Total,Oak_hickory group,62764345.00,756286.00,82.99
Virginia,81-100 years,Total,Total,247391476.00,2980354.00,83.01
Arkansas,61-80 years,Natural,Oak_gum_cypress_group,64579860.00,777757.00,83.03
Arkansas,61-80 years,Total,Oak_gum_cypress_group,64579860.00,777757.00,83.03
North Carolina,Total,Planted,Oak_gum_cypress group,-,-,83.20
Missouri,100+ years,Natural,Oak_gum_cypress group,1712028.00,20573.00,83.22
Missouri,100+ years,Total,Oak_gum_cypress group,1712028.00,20573.00,83.22
Virginia,Total,Natural,Loblolly_shortleaf pine group,74866268.00,898765.00,83.30
Missouri,61-80 years,Natural,Elm_ash_cottonwood group,28073379.00,336840.00,83.34
Missouri,61-80 years,Total,Elm_ash_cottonwood group,28073379.00,336840.00,83.34
Mississippi,100+ years,Natural,Oak_pine_group,137629.00,1649.00,83.48
Mississippi,100+ years,Total,Oak_pine_group,137629.00,1649.00,83.48
North Carolina,0-20 years,Planted,Oak_gum_cypress group,7832006.00,10806.00,83.55
Tennessee,61-80 years,Natural,Oak_gum_cypress_group,11088881.00,132644.00,83.60
Tennessee,61-80 years,Total,Oak_gum_cypress_group,11088881.00,132644.00,83.60
North Carolina,41-60 years,Planted,Longleaf_slash pine group,-,-,83.74
North Carolina,41-60 years,Natural,Loblolly_shortleaf pine group,8884901.00,404785.00,83.84
Georgia,61-80 years,Natural,Elm_ash_cottonwood group,7884918.00,94016.00,83.87
North Carolina,Total,Total,Elm_ash_cottonwood group,9008690.00,563599.00,83.93
North Carolina,100+ years,Natural,Maple_beech_birch group,24085251.00,-,83.95
North Carolina,100+ years,Total,Maple_beech_birch group,24085251.00,-,83.95
Florida,0-20 years,Total,Exotic_hardwoods_group,2981360.00,35504.00,83.97
Louisiana,81-100 years,Total,Longleaf_slash_pine_group,1907856.00,22716.00,83.99
Mississippi,61-80 years,Natural,Oak_gum_cypress_group,58924595.00,701539.00,83.99
Mississippi,61-80 years,Total,Oak_gum_cypress_group,58924595.00,701539.00,83.99
Florida,21-40 years,Planted,Longleaf_slash_pine_group,92769683.00,1103865.00,84.04
Florida,41-60 years,Planted,Total,13434852.00,159647.00,84.15
Virginia,100+ years,Natural,Loblolly_shortleaf pine group,1366306.00,16231.00,84.18
North Carolina,Total,Natural,Elm_ash_cottonwood group,9008690.00,558172.00,84.21
Georgia,41-60 years,Planted,Loblolly_shortleaf pine group,5186088.00,61514.00,84.31
North Carolina,81-100 years,Natural,Maple_beech_birch group,407306.00,2379727.00,84.53
North Carolina,81-100 years,Total,Maple_beech_birch group,407306.00,2379727.00,84.53
Georgia,0-20 years,Natural,Other hardwoods group,930218.00,11002.00,84.55
Georgia,0-20 years,Total,Other hardwoods group,930218.00,11002.00,84.55
Florida,0-20 years,Total,Tropical_hardwoods_group,9747357.00,115283.00,84.55
Florida,0-20 years,Natural,Tropical_hardwoods_group,9627609.00,113800.00,84.60
Virginia,61-80 years,Natural,Maple_beech_birch group,7627208.00,89960.00,84.78
Virginia,61-80 years,Total,Maple_beech_birch group,7627208.00,89960.00,84.78
Virginia,0-20 years,Natural,Exotic hardwoods group,573726.00,6744.00,85.08
Virginia,0-20 years,Total,Exotic hardwoods group,573726.00,6744.00,85.08
Georgia,81-100 years,Natural,Elm_ash_cottonwood group,1585909.00,18639.00,85.08
Georgia,81-100 years,Total,Elm_ash_cottonwood group,1585909.00,18639.00,85.08
Arkansas,100+ years,Natural,Total,3528941.00,41449.00,85.14
Arkansas,100+ years,Total,Total,3528941.00,41449.00,85.14
Florida,41-60 years,Planted,Longleaf_slash_pine_group,11856847.00,139261.00,85.14
Virginia,81-100 years,Natural,White_red_jack pine group,2289899.00,26867.00,85.23
Virginia,81-100 years,Total,White_red_jack pine group,2289899.00,26867.00,85.23
Texas,41-60 years,Total,Longleaf_slash pine group,650017.00,7617.00,85.33
North Carolina,Total,Total,White_red_jack pine group,1438393194.00,185890.00,85.37
Virginia,61-80 years,Natural,Oak_pine group,23647788.00,276967.00,85.38
Virginia,61-80 years,Total,Oak_pine group,24072055.00,281173.00,85.61
Virginia,21-40 years,Total,Loblolly_shortleaf pine group,101586538.00,1185700.00,85.68
North Carolina,41-60 years,Total,Loblolly_shortleaf pine group,8884901.00,404785.00,85.76
Georgia,21-40 years,Natural,Longleaf_slash pine group,16316132.00,190209.00,85.78
North Carolina,41-60 years,Planted,White_red_jack pine group,-,-,85.93
Florida,0-20 years,Natural,Exotic_hardwoods_group,1478197.00,17191.00,85.99
North Carolina,21-40 years,Natural,Exotic hardwoods group,194799.00,-,85.99
North Carolina,21-40 years,Total,Exotic hardwoods group,194799.00,-,85.99
Georgia,100+ years,Natural,Oak_hickory group,15334134.00,178278.00,86.01
Georgia,100+ years,Total,Oak_hickory group,15334134.00,178278.00,86.01
Missouri,81-100 years,Natural,Oak_gum_cypress group,3699458.00,42919.00,86.20
Missouri,81-100 years,Total,Oak_gum_cypress group,3699458.00,42919.00,86.20
South Carolina,21-40 years,Planted,Oak_hickory group,137895.00,1599.00,86.24
South Carolina,41-60 years,Natural,Other hardwoods group,134157.00,1555.00,86.26
South Carolina,41-60 years,Total,Other hardwoods group,134157.00,1555.00,86.26
Virginia,100+ years,Natural,Maple_beech_birch group,4775037.00,55351.00,86.27
Virginia,100+ years,Total,Maple_beech_birch group,4775037.00,55351.00,86.27
Georgia,41-60 years,Planted,Total,15787059.00,182966.00,86.28
Virginia,21-40 years,Planted,Total,88941439.00,1030531.00,86.31
Virginia,81-100 years,Natural,Loblolly_shortleaf pine group,6180373.00,71590.00,86.33
South Carolina,Total,Natural,Longleaf_slash pine group,27600519.00,319602.00,86.36
North Carolina,Total,Natural,White_red_jack pine group,1243104381.00,185890.00,86.42
North Carolina,0-20 years,Natural,Other hardwoods group,23665412.00,7954.00,86.56
North Carolina,0-20 years,Total,Other hardwoods group,30561916.00,7954.00,86.56
Florida,0-20 years,Natural,Other_hardwoods_group,945001.00,10907.00,86.64
Florida,0-20 years,Total,Other_hardwoods_group,945001.00,10907.00,86.64
South Carolina,41-60 years,Natural,Longleaf_slash pine group,8363359.00,96497.00,86.67
North Carolina,81-100 years,Natural,Oak_hickory group,39350060.00,122457.00,86.85
North Carolina,81-100 years,Total,Oak_hickory group,39350060.00,122457.00,86.85
Kentucky,Total,Total,Oak_gum_cypress_group,10261700.00,118152.00,86.85
Missouri,81-100 years,Natural,Elm_ash_cottonwood group,7399100.00,85189.00,86.86
Missouri,81-100 years,Total,Elm_ash_cottonwood group,7399100.00,85189.00,86.86
Georgia,41-60 years,Total,Loblolly_shortleaf pine group,55870479.00,640854.00,87.18
Alabama,81-100 years,Natural,Oak_gum_cypress_group,10130556.00,116182.00,87.20
Alabama,81-100 years,Total,Oak_gum_cypress_group,10130556.00,116182.00,87.20
Georgia,0-20 years,Total,Exotic hardwoods group,4546633.00,52081.00,87.30
Virginia,0-20 years,Natural,Oak_gum_cypress group,2788498.00,31938.00,87.31
Virginia,0-20 years,Total,Oak_gum_cypress group,2788498.00,31938.00,87.31
Georgia,21-40 years,Total,Longleaf_slash pine group,95667234.00,1095071.00,87.36
Missouri,100+ years,Natural,Elm_ash_cottonwood group,1039306.00,11891.00,87.40
Missouri,100+ years,Total,Elm_ash_cottonwood group,1039306.00,11891.00,87.40
North Carolina,61-80 years,Planted,Longleaf_slash pine group,972345.00,-,87.42
Arkansas,100+ years,Natural,Oak_gum_cypress_group,630097.00,7207.00,87.43
Arkansas,100+ years,Total,Oak_gum_cypress_group,630097.00,7207.00,87.43
Georgia,41-60 years,Natural,Loblolly_shortleaf pine group,50684391.00,579340.00,87.49
Georgia,81-100 years,Natural,Oak_pine group,17016466.00,194387.00,87.54
Georgia,81-100 years,Total,Oak_pine group,17016466.00,194387.00,87.54
South Carolina,100+ years,Natural,Oak_hickory group,2470144.00,28206.00,87.58
South Carolina,100+ years,Total,Oak_hickory group,2470144.00,28206.00,87.58
Louisiana,81-100 years,Natural,Oak_pine_group,2721855.00,31077.00,87.58
Louisiana,81-100 years,Total,Oak_pine_group,2721855.00,31077.00,87.58
Virginia,61-80 years,Planted,White_red_jack pine group,404333.00,4616.00,87.60
Virginia,41-60 years,Natural,Aspen_birch group,128295.00,1463.00,87.67
Virginia,41-60 years,Total,Aspen_birch group,128295.00,1463.00,87.67
Virginia,Total,Natural,Aspen_birch group,128295.00,1463.00,87.67
Virginia,Total,Total,Aspen_birch group,128295.00,1463.00,87.67
South Carolina,41-60 years,Total,Longleaf_slash pine group,11243321.00,128235.00,87.68
Georgia,21-40 years,Planted,Longleaf_slash pine group,79351102.00,904861.00,87.69
Tennessee,81-100 years,Natural,White_red_jack_pine_group,1542718.00,17563.00,87.84
Tennessee,81-100 years,Total,White_red_jack_pine_group,1542718.00,17563.00,87.84
Florida,61-80 years,Total,Longleaf_slash_pine_group,60242930.00,685084.00,87.94
South Carolina,41-60 years,Natural,Elm_ash_cottonwood group,7689764.00,87412.00,87.97
South Carolina,41-60 years,Total,Elm_ash_cottonwood group,7689764.00,87412.00,87.97
Georgia,0-20 years,Natural,Exotic hardwoods group,4008914.00,45557.00,88.00
Florida,61-80 years,Natural,Longleaf_slash_pine_group,59200807.00,672503.00,88.03
Virginia,21-40 years,Planted,Loblolly_shortleaf pine group,80178544.00,910775.00,88.03
Georgia,Total,Total,White_red_jack pine group,7436478.00,84465.00,88.04
North Carolina,100+ years,Natural,Oak_pine group,2062915.00,6168.00,88.07
North Carolina,100+ years,Total,Oak_pine group,2062915.00,6168.00,88.07
South Carolina,41-60 years,Total,Loblolly_shortleaf pine group,48918505.00,555009.00,88.14
South Carolina,0-20 years,Natural,Exotic hardwoods group,2033489.00,23038.00,88.27
South Carolina,41-60 years,Total,Total,168619038.00,1908096.00,88.37
Georgia,21-40 years,Natural,Other hardwoods group,396091.00,4475.00,88.51
Georgia,21-40 years,Total,Other hardwoods group,396091.00,4475.00,88.51
Texas,81-100 years,Natural,Loblolly_shortleaf pine group,5955994.00,67288.00,88.52
Texas,81-100 years,Total,Loblolly_shortleaf pine group,5955994.00,67288.00,88.52
South Carolina,Total,Natural,Other hardwoods group,386871.00,4369.00,88.56
South Carolina,Total,Total,Other hardwoods group,386871.00,4369.00,88.56
Kentucky,Total,Natural,Oak_gum_cypress_group,10114046.00,114148.00,88.60
Georgia,61-80 years,Natural,Other hardwoods group,129567.00,1459.00,88.81
Georgia,61-80 years,Total,Other hardwoods group,129567.00,1459.00,88.81
Georgia,Total,Natural,White_red_jack pine group,7059021.00,79462.00,88.84
South Carolina,0-20 years,Total,Exotic hardwoods group,2188841.00,24637.00,88.85
Louisiana,100+ years,Natural,Total,6222269.00,70034.00,88.85
Louisiana,100+ years,Total,Total,6222269.00,70034.00,88.85
Florida,100+ years,Natural,Longleaf_slash_pine_group,3425016.00,38513.00,88.93
Florida,100+ years,Total,Longleaf_slash_pine_group,3425016.00,38513.00,88.93
South Carolina,0-20 years,Natural,Oak_gum_cypress group,34316879.00,385811.00,88.95
South Carolina,0-20 years,Total,Oak_gum_cypress group,34316879.00,385811.00,88.95
South Carolina,41-60 years,Natural,Total,158692661.00,1783915.00,88.96
Virginia,0-20 years,Natural,Other hardwoods group,562939.00,6326.00,88.99
Virginia,0-20 years,Total,Other hardwoods group,562939.00,6326.00,88.99
Alabama,100+ years,Natural,Oak_gum_cypress_group,3658655.00,41111.00,88.99
Alabama,100+ years,Total,Oak_gum_cypress_group,3658655.00,41111.00,88.99
Kentucky,81-100 years,Natural,Oak_gum_cypress_group,330658.00,3710.00,89.14
Kentucky,81-100 years,Total,Oak_gum_cypress_group,330658.00,3710.00,89.14
Virginia,41-60 years,Natural,Exotic hardwoods group,522160.00,5854.00,89.20
Virginia,41-60 years,Total,Exotic hardwoods group,522160.00,5854.00,89.20
North Carolina,0-20 years,Natural,Exotic hardwoods group,890155.00,22562.00,89.23
North Carolina,0-20 years,Total,Exotic hardwoods group,890155.00,22562.00,89.23
Tennessee,Total,Total,White_red_jack_pine_group,5339078.00,59833.00,89.23
North Carolina,81-100 years,Natural,Loblolly_shortleaf pine group,-,61757.00,89.30
North Carolina,81-100 years,Total,Loblolly_shortleaf pine group,-,61757.00,89.30
South Carolina,81-100 years,Natural,Longleaf_slash pine group,5056791.00,56605.00,89.34
South Carolina,81-100 years,Total,Longleaf_slash pine group,5056791.00,56605.00,89.34
Georgia,61-80 years,Total,Loblolly_shortleaf pine group,42672141.00,477371.00,89.39
South Carolina,61-80 years,Natural,Maple_beech_birch group,173467.00,1940.00,89.43
South Carolina,61-80 years,Total,Maple_beech_birch group,173467.00,1940.00,89.43
Mississippi,81-100 years,Planted,Oak_gum_cypress_group,133722.00,1495.00,89.46
Mississippi,81-100 years,Planted,Total,133722.00,1495.00,89.46
Virginia,0-20 years,Planted,Exotic softwoods group,250740.00,2799.00,89.58
Virginia,0-20 years,Total,Exotic softwoods group,250740.00,2799.00,89.58
Virginia,Total,Planted,Exotic softwoods group,250740.00,2799.00,89.58
Virginia,Total,Total,Exotic softwoods group,250740.00,2799.00,89.58
Georgia,61-80 years,Total,Total,327081265.00,3650223.00,89.61
Georgia,61-80 years,Natural,Loblolly_shortleaf pine group,42525160.00,474390.00,89.64
Mississippi,81-100 years,Natural,Loblolly_shortleaf_pine_group,5619174.00,62662.00,89.67
Mississippi,81-100 years,Total,Loblolly_shortleaf_pine_group,5619174.00,62662.00,89.67
North Carolina,61-80 years,Natural,White_red_jack pine group,144785.00,388683.00,89.69
North Carolina,61-80 years,Total,White_red_jack pine group,144785.00,390212.00,89.69
Georgia,61-80 years,Natural,Total,326254263.00,3635776.00,89.73
Florida,21-40 years,Natural,Tropical_hardwoods_group,20284813.00,226000.00,89.76
Florida,21-40 years,Total,Tropical_hardwoods_group,20284813.00,226000.00,89.76
Florida,Total,Total,Exotic_hardwoods_group,5969905.00,66477.00,89.80
South Carolina,Total,Natural,Exotic hardwoods group,2349008.00,26153.00,89.82
South Carolina,0-20 years,Natural,Other hardwoods group,252714.00,2813.00,89.83
South Carolina,0-20 years,Total,Other hardwoods group,252714.00,2813.00,89.83
South Carolina,41-60 years,Natural,Loblolly_shortleaf pine group,42492485.00,472783.00,89.88
Tennessee,81-100 years,Natural,Oak_gum_cypress_group,5846835.00,64947.00,90.02
Tennessee,81-100 years,Total,Oak_gum_cypress_group,5846835.00,64947.00,90.02
North Carolina,Total,Natural,Longleaf_slash pine group,7556453.00,22168.00,90.08
Alabama,100+ years,Natural,White_red_jack_pine_group,453598.00,5029.00,90.20
Alabama,100+ years,Total,White_red_jack_pine_group,453598.00,5029.00,90.20
South Carolina,Total,Total,Exotic hardwoods group,2504360.00,27752.00,90.24
Texas,41-60 years,Natural,Longleaf_slash pine group,549919.00,6088.00,90.32
Georgia,Total,Natural,Longleaf_slash pine group,88297535.00,976017.00,90.47
South Carolina,41-60 years,Planted,Longleaf_slash pine group,2879961.00,31738.00,90.74
Georgia,Total,Total,Exotic hardwoods group,6678915.00,73558.00,90.80
Virginia,Total,Natural,Exotic hardwoods group,2156962.00,23726.00,90.91
Alabama,61-80 years,Natural,White_red_jack_pine_group,127794.00,1406.00,90.92
Alabama,61-80 years,Total,White_red_jack_pine_group,127794.00,1406.00,90.92
Tennessee,100+ years,Natural,White_red_jack_pine_group,303110.00,3320.00,91.31
Tennessee,100+ years,Total,White_red_jack_pine_group,303110.00,3320.00,91.31
North Carolina,61-80 years,Natural,Total,-,-,91.39
North Carolina,61-80 years,Total,Total,-,-,91.40
Florida,81-100 years,Natural,Longleaf_slash_pine_group,18479197.00,201982.00,91.49
Georgia,Total,Natural,Exotic hardwoods group,6141196.00,67034.00,91.61
Florida,81-100 years,Total,Longleaf_slash_pine_group,19174676.00,209046.00,91.72
Georgia,41-60 years,Natural,Longleaf_slash pine group,35737632.00,388450.00,92.00
North Carolina,100+ years,Natural,Loblolly_shortleaf pine group,942329.00,6750.00,92.22
North Carolina,100+ years,Total,Loblolly_shortleaf pine group,942329.00,6750.00,92.22
North Carolina,100+ years,Natural,Oak_hickory group,767760.00,8325.00,92.23
North Carolina,100+ years,Total,Oak_hickory group,767760.00,8325.00,92.23
Virginia,81-100 years,Total,Loblolly_shortleaf pine group,7661770.00,83075.00,92.23
Alabama,81-100 years,Natural,Elm_ash_cottonwood_group,1962632.00,21275.00,92.25
Alabama,81-100 years,Total,Elm_ash_cottonwood_group,1962632.00,21275.00,92.25
South Carolina,Total,Planted,Oak_gum_cypress group,945409.00,10248.00,92.25
Tennessee,61-80 years,Planted,Oak_pine_group,347826.00,3766.00,92.37
Georgia,41-60 years,Total,Longleaf_slash pine group,45554291.00,493083.00,92.39
South Carolina,81-100 years,Natural,Loblolly_shortleaf pine group,8834600.00,95615.00,92.40
South Carolina,81-100 years,Total,Loblolly_shortleaf pine group,8834600.00,95615.00,92.40
Tennessee,Total,Natural,White_red_jack_pine_group,5048799.00,54532.00,92.58
South Carolina,100+ years,Natural,Oak_pine group,1927982.00,20814.00,92.63
South Carolina,100+ years,Total,Oak_pine group,1927982.00,20814.00,92.63
Virginia,Total,Total,Exotic hardwoods group,2329876.00,25125.00,92.73
Florida,Total,Natural,Exotic_hardwoods_group,4466742.00,48164.00,92.74
