Measurement,Type,State,Forest type,Total,0-20 years,21-40 years,41-60 years,61-80 years,81-100 years,100-120 years,121-140 years,141-160 years,161-180 years,181-200 years,500+ years
number of samples,ALL,MO,White oak / red oak / hickory,1426.00,40.00,148.00,341.00,559.00,292.00,65.00,21.00,2.00,0.00,0.00,0.00
number of samples,ALL,MO,White oak,394.00,3.00,11.00,49.00,155.00,121.00,41.00,16.00,1.00,0.00,0.00,0.00
number of samples,ALL,MO,Northern red oak,26.00,0.00,1.00,5.00,11.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Sassafras / persimmon,22.00,5.00,5.00,7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Bur oak,12.00,0.00,1.00,4.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Scarlet oak,32.00,1.00,5.00,7.00,12.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Yellow-poplar,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Black walnut,50.00,6.00,7.00,24.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Black locust,11.00,1.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Chestnut oak / black oak / scarlet oak,57.00,0.00,7.00,14.00,20.00,14.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Cherry / white ash / yellow-poplar,25.00,1.00,13.00,7.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Elm / ash / black locust,86.00,10.00,20.00,40.00,14.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Red maple / oak,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Mixed upland hardwoods,256.00,14.00,37.00,130.00,64.00,12.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Swamp chestnut oak / cherrybark oak,14.00,0.00,0.00,6.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Sweetgum / Nuttall oak / willow oak,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Overcup oak / water hickory,10.00,1.00,1.00,3.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Baldcypress / water tupelo,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Black ash / American elm / red maple,15.00,0.00,3.00,4.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,River birch / sycamore,49.00,2.00,12.00,21.00,10.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Cottonwood,23.00,2.00,6.00,6.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Willow,12.00,5.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Sycamore / pecan / American elm,34.00,1.00,5.00,17.00,9.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Sugarberry / hackberry / elm / green ash,129.00,6.00,24.00,53.00,37.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Silver maple / American elm,38.00,2.00,8.00,19.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Red maple / lowland,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Cottonwood / willow,3.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Sugar maple / beech / yellow birch,13.00,1.00,0.00,4.00,6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Hard maple / basswood,9.00,0.00,1.00,3.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Other hardwoods,8.00,5.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Other exotic hardwoods,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,MO,Nonstocked,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Total,3152.00,164.00,409.00,949.00,1167.00,590.00,138.00,39.00,4.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Shortleaf pine,56.00,3.00,5.00,16.00,21.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Eastern redcedar,103.00,12.00,30.00,42.00,16.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Scotch pine,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Eastern redcedar / hardwood,144.00,14.00,28.00,44.00,40.00,16.00,3.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Shortleaf pine / oak,84.00,2.00,5.00,14.00,43.00,17.00,4.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Post oak / blackjack oak,319.00,9.00,26.00,77.00,133.00,63.00,12.00,2.00,1.00,0.00,0.00,0.00
number of samples,NATURAL,MO,White oak / red oak / hickory,1423.00,38.00,147.00,341.00,559.00,292.00,65.00,21.00,2.00,0.00,0.00,0.00
number of samples,NATURAL,MO,White oak,394.00,3.00,11.00,49.00,155.00,121.00,41.00,16.00,1.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Northern red oak,26.00,0.00,1.00,5.00,11.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Sassafras / persimmon,21.00,5.00,5.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Bur oak,12.00,0.00,1.00,4.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Scarlet oak,31.00,1.00,4.00,7.00,12.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Yellow-poplar,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Black walnut,48.00,5.00,6.00,24.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Black locust,11.00,1.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Chestnut oak / black oak / scarlet oak,57.00,0.00,7.00,14.00,20.00,14.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Cherry / white ash / yellow-poplar,25.00,1.00,13.00,7.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Elm / ash / black locust,86.00,10.00,20.00,40.00,14.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Red maple / oak,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Mixed upland hardwoods,256.00,14.00,37.00,130.00,64.00,12.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Swamp chestnut oak / cherrybark oak,14.00,0.00,0.00,6.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Sweetgum / Nuttall oak / willow oak,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Overcup oak / water hickory,9.00,0.00,1.00,3.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Baldcypress / water tupelo,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Black ash / American elm / red maple,15.00,0.00,3.00,4.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,River birch / sycamore,48.00,1.00,12.00,21.00,10.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Cottonwood,22.00,1.00,6.00,6.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Willow,12.00,5.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Sycamore / pecan / American elm,33.00,1.00,5.00,16.00,9.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Sugarberry / hackberry / elm / green ash,129.00,6.00,24.00,53.00,37.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Silver maple / American elm,38.00,2.00,8.00,19.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Red maple / lowland,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Cottonwood / willow,3.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Sugar maple / beech / yellow birch,13.00,1.00,0.00,4.00,6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Hard maple / basswood,9.00,0.00,1.00,3.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Other hardwoods,8.00,5.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Other exotic hardwoods,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,MO,Nonstocked,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Total,60.00,8.00,11.00,29.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Eastern white pine,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Shortleaf pine,39.00,2.00,8.00,19.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Eastern redcedar,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Eastern white pine / northern red oak / white ash,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Shortleaf pine / oak,6.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,White oak / red oak / hickory,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Sassafras / persimmon,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Scarlet oak,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Black walnut,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Overcup oak / water hickory,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Baldcypress / water tupelo,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,River birch / sycamore,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Cottonwood,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,PLANTED,MO,Sycamore / pecan / American elm,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Total,3669.00,1158.00,1012.00,837.00,824.00,385.00,51.00,15.00,2.00,0.00,0.00,0.00
number of samples,ALL,NC,Eastern white pine,30.00,3.00,9.00,8.00,8.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Eastern hemlock,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Red spruce,3.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Fraser fir,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Longleaf pine,80.00,24.00,14.00,15.00,19.00,9.00,0.00,0.00,1.00,0.00,0.00,0.00
number of samples,ALL,NC,Slash pine,13.00,3.00,7.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Loblolly pine,1076.00,471.00,479.00,134.00,38.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Shortleaf pine,35.00,3.00,7.00,11.00,11.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Virginia pine,111.00,22.00,29.00,45.00,17.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Table Mountain pine,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Pond pine,83.00,10.00,18.00,28.00,18.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Pitch pine,8.00,1.00,3.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Eastern redcedar,8.00,3.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Eastern white pine / northern red oak / white ash,59.00,3.00,9.00,22.00,21.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Eastern redcedar / hardwood,11.00,3.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Longleaf pine / oak,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Shortleaf pine / oak,42.00,3.00,2.00,12.00,18.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Virginia pine / southern red oak,80.00,18.00,16.00,23.00,19.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Loblolly pine / hardwood,325.00,137.00,99.00,46.00,35.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Slash pine / hardwood,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Other pine / hardwood,49.00,10.00,14.00,14.00,11.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Post oak / blackjack oak,24.00,9.00,2.00,2.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Chestnut oak,97.00,2.00,3.00,16.00,29.00,41.00,7.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,White oak / red oak / hickory,294.00,20.00,29.00,58.00,101.00,72.00,15.00,4.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,White oak,74.00,4.00,6.00,17.00,28.00,16.00,2.00,0.00,1.00,0.00,0.00,0.00
number of samples,ALL,NC,Northern red oak,32.00,1.00,2.00,3.00,12.00,12.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Yellow-poplar / white oak / northern red oak,247.00,25.00,34.00,72.00,84.00,34.00,3.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Sassafras / persimmon,11.00,6.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Sweetgum / yellow-poplar,241.00,77.00,54.00,63.00,44.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Scarlet oak,25.00,2.00,1.00,4.00,14.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Yellow-poplar,191.00,51.00,37.00,54.00,42.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Black walnut,10.00,4.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Black locust,5.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Southern scrub oak,9.00,4.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Chestnut oak / black oak / scarlet oak,164.00,5.00,12.00,20.00,70.00,53.00,1.00,4.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Cherry / white ash / yellow-poplar,72.00,27.00,19.00,11.00,11.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Elm / ash / black locust,32.00,11.00,2.00,6.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Red maple / oak,51.00,12.00,10.00,17.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Mixed upland hardwoods,203.00,66.00,38.00,46.00,37.00,18.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Swamp chestnut oak / cherrybark oak,9.00,1.00,1.00,3.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Sweetgum / Nuttall oak / willow oak,111.00,25.00,24.00,27.00,23.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Overcup oak / water hickory,3.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Atlantic white-cedar,3.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Baldcypress / water tupelo,46.00,6.00,6.00,7.00,16.00,9.00,5.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Sweetbay / swamp tupelo / red maple,248.00,54.00,50.00,59.00,65.00,21.00,2.00,2.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Baldcypress / pondcypress,4.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,River birch / sycamore,28.00,8.00,7.00,7.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Willow,11.00,7.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Sycamore / pecan / American elm,33.00,7.00,6.00,4.00,11.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Sugarberry / hackberry / elm / green ash,46.00,11.00,5.00,17.00,9.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Red maple / lowland,23.00,13.00,3.00,3.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Cottonwood / willow,4.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Sugar maple / beech / yellow birch,21.00,0.00,0.00,1.00,9.00,8.00,2.00,1.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Hard maple / basswood,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Pin cherry,3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Other hardwoods,38.00,2.00,5.00,5.00,20.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Paulownia,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Other exotic hardwoods,6.00,3.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,ALL,NC,Nonstocked,57.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Total,3184.00,791.00,754.00,809.00,822.00,385.00,51.00,15.00,2.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Eastern white pine,23.00,2.00,4.00,6.00,8.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Eastern hemlock,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Red spruce,3.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Longleaf pine,55.00,4.00,8.00,15.00,19.00,9.00,0.00,0.00,1.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Slash pine,7.00,2.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Loblolly pine,552.00,183.00,234.00,108.00,37.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Shortleaf pine,35.00,3.00,7.00,11.00,11.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Virginia pine,108.00,19.00,28.00,45.00,17.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Table Mountain pine,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Pond pine,78.00,8.00,17.00,27.00,17.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Pitch pine,8.00,1.00,3.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Eastern redcedar,8.00,3.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Eastern white pine / northern red oak / white ash,58.00,3.00,8.00,22.00,21.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Eastern redcedar / hardwood,11.00,3.00,2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Shortleaf pine / oak,42.00,3.00,2.00,12.00,18.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Virginia pine / southern red oak,78.00,17.00,15.00,23.00,19.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Loblolly pine / hardwood,274.00,97.00,88.00,45.00,35.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Slash pine / hardwood,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Other pine / hardwood,49.00,10.00,14.00,14.00,11.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Post oak / blackjack oak,23.00,8.00,2.00,2.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Chestnut oak,96.00,1.00,3.00,16.00,29.00,41.00,7.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,White oak / red oak / hickory,293.00,19.00,29.00,58.00,101.00,72.00,15.00,4.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,White oak,73.00,3.00,6.00,17.00,28.00,16.00,2.00,0.00,1.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Northern red oak,32.00,1.00,2.00,3.00,12.00,12.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Yellow-poplar / white oak / northern red oak,245.00,23.00,34.00,72.00,84.00,34.00,3.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Sassafras / persimmon,11.00,6.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Sweetgum / yellow-poplar,234.00,70.00,53.00,63.00,44.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Scarlet oak,24.00,1.00,1.00,4.00,14.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Yellow-poplar,189.00,48.00,37.00,54.00,42.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Black walnut,10.00,4.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Black locust,5.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Southern scrub oak,9.00,4.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Chestnut oak / black oak / scarlet oak,164.00,5.00,12.00,20.00,70.00,53.00,1.00,4.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Cherry / white ash / yellow-poplar,70.00,25.00,19.00,11.00,11.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Elm / ash / black locust,32.00,11.00,2.00,6.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Red maple / oak,49.00,10.00,10.00,17.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Mixed upland hardwoods,193.00,57.00,37.00,46.00,37.00,18.00,2.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Swamp chestnut oak / cherrybark oak,8.00,0.00,1.00,3.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Sweetgum / Nuttall oak / willow oak,111.00,25.00,24.00,27.00,23.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Overcup oak / water hickory,2.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Atlantic white-cedar,3.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Baldcypress / water tupelo,45.00,5.00,6.00,7.00,16.00,9.00,5.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Sweetbay / swamp tupelo / red maple,247.00,53.00,49.00,59.00,65.00,21.00,2.00,2.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Baldcypress / pondcypress,4.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,River birch / sycamore,27.00,7.00,7.00,7.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Willow,11.00,7.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
number of samples,NATURAL,NC,Sycamore / pecan / American elm,33.00,7.00,6.00,4.00,11.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00
